PV Yield (kWh),Amount of PV panel,WATT,Temperature(°F),Humidity (%),Wind Speed (mph),Pressure (in),Hours,where
27.66,10.00,500.00,84.2,71.1,9.2,9.2,12.01,0
26.06,10.00,500.00,84.5,70.3,8.7,8.7,12.00,0
25.6,10.00,500.00,82.5,65.8,8.7,8.7,11.59,0
33.93,10.00,500.00,83.2,58.1,6.9,6.9,11.58,0
30.39,10.00,500.00,81.5,70.9,3.2,3.2,11.57,0
30.75,10.00,500.00,85.4,64.8,10.4,10.4,11.57,0
34.03,10.00,500.00,84.5,67.6,9.5,9.5,11.56,0
31.19,10.00,500.00,84.5,68.8,8.8,8.8,11.55,0
31.91,10.00,500.00,84.8,69.1,11,11,11.55,0
33.63,10.00,500.00,85.3,68.6,10.7,10.7,11.54,0
36.53,10.00,500.00,85.3,69.9,11.8,11.8,11.53,0
34.4,10.00,500.00,85.7,70.4,11.4,11.4,11.52,0
37.19,10.00,500.00,86.3,68.1,12,12,11.51,0
35.72,10.00,500.00,85.8,72,10.5,10.5,11.50,0
36.03,10.00,500.00,86.3,70.2,10.9,10.9,11.50,0
38.88,10.00,500.00,86.6,68.3,11.4,11.4,11.49,0
38.17,10.00,500.00,86.4,67.5,10.8,10.8,11.48,0
35.61,10.00,500.00,86.2,67,12.5,12.5,11.48,0
39.25,10.00,500.00,86.2,63.3,9.5,9.5,11.47,0
32.72,10.00,500.00,84.8,70.3,10,10,11.46,0
35.1,10.00,500.00,87.2,66.7,12.2,12.2,11.46,0
28.39,10.00,500.00,79.7,51,3.9,29.8,12.28,0
27.89,10.00,500.00,83.3,59.8,4.2,29.8,12.27,0
15.61,10.00,500.00,83.8,65.8,6.4,29.8,12.26,0
20.41,10.00,500.00,83.9,71.3,6.7,29.8,12.25,0
21.04,10.00,500.00,83.9,67.8,5.8,29.8,12.25,0
29.27,10.00,500.00,84.1,70.1,8.7,29.8,12.25,0
28.37,10.00,500.00,83.8,68.3,9.6,29.8,12.23,0
35.69,10.00,500.00,84.3,67.6,7.9,29.8,12.23,0
30.88,10.00,500.00,84,70.2,10,29.8,12.22,0
30.35,10.00,500.00,84.1,68.3,8.9,29.8,12.22,0
36.67,10.00,500.00,84.9,64.3,9.7,29.8,12.21,0
38.02,10.00,500.00,84.5,66.9,10.3,29.8,12.20,0
35.22,10.00,500.00,84.3,68.7,8.9,29.8,12.20,0
32.52,10.00,500.00,84.9,69.2,7.7,29.8,12.19,0
4.92,10.00,500.00,78.9,86.2,6.4,29.9,12.18,0
25.27,10.00,500.00,79.6,74.4,7.7,29.9,12.17,0
27.68,10.00,500.00,80.4,64.4,7.8,29.9,12.17,0
34.76,10.00,500.00,82.1,56.6,5.8,29.9,12.17,0
34.41,10.00,500.00,84.2,56.9,5,29.9,12.15,0
37.85,10.00,500.00,83.8,54.5,7.8,29.9,12.15,0
38.59,10.00,500.00,83.3,56.2,6.6,29.9,12.14,0
38.97,10.00,500.00,83.9,53.4,7.4,29.9,12.14,0
36.22,10.00,500.00,84.5,48.3,5.1,29.9,12.12,0
38.05,10.00,500.00,85.5,47.8,6.4,29.8,12.12,0
38.81,10.00,500.00,82.8,49,11.8,29.9,12.11,0
39.05,10.00,500.00,79.3,49.4,13.1,30,12.11,0
37.97,10.00,500.00,78.3,53.3,9,30,12.09,0
38.05,10.00,500.00,81.3,52.3,5.4,30,12.09,0
33.36,10.00,500.00,76.7,58.5,7.8,30,12.40,0
25.96,10.00,500.00,77.6,58.5,5.8,30,12.40,0
24.65,10.00,500.00,80.1,60.7,6.6,30,12.40,0
30.57,10.00,500.00,81.9,56.9,5.5,29.9,12.39,0
27.9,10.00,500.00,81.4,57,6.8,29.9,12.39,0
28,10.00,500.00,80.4,56,12.1,29.9,12.39,0
22.17,10.00,500.00,78,51.7,9.4,29.9,12.39,0
21.65,10.00,500.00,80.4,50.5,6.1,29.9,12.38,0
27.56,10.00,500.00,82.5,53.2,6.4,29.9,12.38,0
27.86,10.00,500.00,82.8,63.3,7.6,29.9,12.38,0
11.79,10.00,500.00,78.7,76.9,8,29.9,12.37,0
24.43,10.00,500.00,80.6,73.3,5.5,29.8,12.37,0
18.45,10.00,500.00,82.3,72.5,6,29.9,12.36,0
27.06,10.00,500.00,82.7,70.9,6.5,29.8,12.37,0
32.45,10.00,500.00,82.6,64.4,4.7,29.8,12.36,0
29.19,10.00,500.00,82,64.4,5.2,29.8,12.36,0
30.15,10.00,500.00,82.1,62.6,5.8,29.9,12.35,0
32.16,10.00,500.00,81.5,57,9.7,29.9,12.35,0
31.54,10.00,500.00,79.9,52.3,7.9,29.9,12.34,0
31.89,10.00,500.00,79.7,55.7,6.9,29.9,12.33,0
32.67,10.00,500.00,81.2,50.3,6.5,29.9,12.33,0
33.55,10.00,500.00,80.6,49.9,4.6,29.8,12.32,0
32.78,10.00,500.00,82.6,49.1,4.8,29.8,12.32,0
29.49,10.00,500.00,83,52,10.8,29.8,12.31,0
33.16,10.00,500.00,76.2,51,11.8,29.9,12.31,0
32.53,10.00,500.00,79.2,48.6,4.8,29.9,12.30,0
27.67,10.00,500.00,81.1,51.5,7.7,29.9,12.30,0
27.65,10.00,500.00,77.1,54.1,12.3,29.9,12.29,0
32.9,10.00,500.00,74.5,50.3,11.5,29.9,12.29,0
33.19,10.00,500.00,73.3,49.5,6.9,29.9,12.28,0
32.59,10.00,500.00,77.6,45.1,4.1,29.9,12.28,0
14.62,10.00,500.00,84.3,74.8,5.9,29.8,12.37,0
15.05,10.00,500.00,84.5,74.6,6.7,29.8,12.38,0
16.7,10.00,500.00,82.6,68.7,6.6,29.8,12.38,0
20.19,10.00,500.00,84.2,70.3,7.5,29.8,12.39,0
14.37,10.00,500.00,84.4,68.9,9.4,29.8,12.38,0
13.02,10.00,500.00,83.1,67.7,8.8,29.8,12.39,0
30.6,10.00,500.00,83.3,63,6.3,29.8,12.39,0
28.46,10.00,500.00,83,65,5.2,29.8,12.39,0
29.66,10.00,500.00,84.8,66.2,4.1,29.8,12.39,0
31.44,10.00,500.00,84.8,64.4,4.5,29.8,12.40,0
31.85,10.00,500.00,84,58.3,6.8,29.8,12.40,0
31.08,10.00,500.00,82.2,62.1,8.1,29.8,12.40,0
30.46,10.00,500.00,78.1,59.3,9.3,29.9,12.41,0
34.33,10.00,500.00,76.1,58.3,9.3,29.9,12.40,0
33.18,10.00,500.00,76.7,58.9,6.7,29.9,12.41,0
32.96,10.00,500.00,80.1,60.9,5.9,29.8,12.40,0
30.92,10.00,500.00,80.9,64.7,8.5,29.8,12.41,0
32.82,10.00,500.00,74.1,53.6,13.9,29.9,12.40,0
33.34,10.00,500.00,72.5,52.6,6.7,29.9,12.41,0
32.83,10.00,500.00,76.1,55.4,5.9,29.9,12.41,0
32.51,10.00,500.00,79.5,57.3,5.1,29.8,12.41,0
30.68,10.00,500.00,79.4,62.2,4.2,29.8,12.41,0
32.73,10.00,500.00,80.2,59.6,6.6,29.8,12.41,0
31.87,10.00,500.00,78.3,58.4,8.8,29.9,12.40,0
33.04,10.00,500.00,77,59.2,8.6,30,12.41,0
32.15,10.00,500.00,77.1,56.8,6.5,30,12.40,0
32.07,10.00,500.00,78,57.1,4.7,30,12.41,0
32.74,10.00,500.00,79.2,57.5,4.8,30,12.40,0
32.51,10.00,500.00,79.8,55.6,4.6,30,12.41,0
33.37,10.00,500.00,79.3,60.2,8.1,30,12.40,0
31.66,10.00,500.00,77.5,60.5,8.2,30,12.40,0
35.17,10.00,500.00,83,59.6,7,29.8,12.22,0
40.17,10.00,500.00,82.2,56,6.1,29.8,12.22,0
39.06,10.00,500.00,82.6,50.1,5.4,29.8,12.23,0
40.44,10.00,500.00,82.1,46.7,7.4,29.9,12.24,0
20.33,10.00,500.00,80.7,59.4,5.5,29.9,12.24,0
23.61,10.00,500.00,83.4,65.4,6.8,29.9,12.25,0
19.12,10.00,500.00,84.6,59.7,4.9,29.9,12.26,0
32.19,10.00,500.00,83.8,60.1,5.6,29.9,12.26,0
32.2,10.00,500.00,82.4,55.7,4.9,29.9,12.27,0
32.04,10.00,500.00,83.4,62.1,4.8,29.9,12.27,0
32.28,10.00,500.00,86,60.5,6.8,29.8,12.28,0
31.67,10.00,500.00,87.1,62,5.7,29.8,12.29,0
23.36,10.00,500.00,85,68.8,5.9,29.8,12.29,0
23.74,10.00,500.00,82.1,80.7,6,29.8,12.30,0
34.64,10.00,500.00,83.9,77.7,5.6,29.8,12.30,0
27.62,10.00,500.00,83.5,74.6,4.3,29.8,12.30,0
30.43,10.00,500.00,83.5,72.7,4.7,29.8,12.31,0
24.92,10.00,500.00,82,79.7,4.5,29.8,12.31,0
30.43,10.00,500.00,84.6,74.3,5.3,29.8,12.32,0
20.71,10.00,500.00,83.6,71.3,6.7,29.8,12.32,0
23.32,10.00,500.00,84.5,67.4,5.3,29.7,12.33,0
31.98,10.00,500.00,86.8,64.3,5.5,29.7,12.33,0
24.12,10.00,500.00,85.4,67.7,6.4,29.7,12.34,0
16.28,10.00,500.00,81.3,85.2,6.3,29.8,12.34,0
25.35,10.00,500.00,82.4,77,6.2,29.8,12.35,0
20.88,10.00,500.00,81,81.8,4.3,29.8,12.35,0
27.21,10.00,500.00,82.1,77,4.6,29.8,12.36,0
25.46,10.00,500.00,84.3,71.6,5.3,29.8,12.36,0
31.81,10.00,500.00,84.1,74.8,4.6,29.8,12.37,0
29.62,10.00,500.00,84.4,73.6,4,29.8,12.36,0
35.65,21.00,500.00,85.2,59.6,4.1,29.9,12.40,1
37.91,21.00,500.00,85.7,58.1,3.9,29.9,12.40,1
45.75,21.00,500.00,85.6,50.5,4.7,29.9,12.39,1
45.62,21.00,500.00,83.4,58.7,5.9,29.9,12.40,1
44.76,21.00,500.00,83.7,58.4,4.2,29.9,12.39,1
42.35,21.00,500.00,83.8,55.7,4.8,29.9,12.38,1
45.89,21.00,500.00,84.1,55.5,4.2,29.9,12.39,1
43.22,21.00,500.00,84.7,57.6,3.2,29.9,12.38,1
38.63,21.00,500.00,85.4,59.1,3.1,29.9,12.38,1
39.98,21.00,500.00,85.7,63.9,5.2,29.8,12.38,1
28.65,21.00,500.00,85.1,70.4,4.3,29.9,12.38,1
35.58,21.00,500.00,85.5,70.3,5.3,29.8,12.37,1
33.45,21.00,500.00,85.4,71,5.8,29.8,12.36,1
42.08,21.00,500.00,84.5,65.8,4.8,29.9,12.37,1
45.97,21.00,500.00,83.6,58.5,5.3,29.9,12.36,1
44.14,21.00,500.00,83.2,59.1,4.1,29.9,12.36,1
43.72,21.00,500.00,83.1,58.5,6.5,29.9,12.35,1
44,21.00,500.00,84.2,59.4,3.3,29.9,12.35,1
37.07,21.00,500.00,85.6,55,3.4,29.8,12.34,1
32.93,21.00,500.00,84.3,61.7,4.7,29.8,12.34,1
30.29,21.00,500.00,84.8,64.6,4.9,29.9,12.33,1
39.14,21.00,500.00,84.8,59,4.5,29.9,12.32,1
20.15,21.00,500.00,83.5,65.3,6.2,29.9,12.32,1
25.66,21.00,500.00,79.6,59,7.6,30,12.31,1
25.7,21.00,500.00,77.5,60.8,8,30,12.31,1
42.43,21.00,500.00,79.5,57.4,7.6,30,12.30,1
42.44,21.00,500.00,82.2,58.3,7.3,30,12.30,1
34.39,21.00,500.00,82.7,59.1,5.8,30,12.30,1
39.31,21.00,500.00,82.8,56.1,6.5,30,12.29,1
27.63,21.00,500.00,83.6,60.6,5.8,29.9,12.29,1
34.91,21.00,500.00,83,65.2,5.3,29.9,12.28,1
40.34,21.00,500.00,85.3,63.8,5.6,29.9,12.37,1
36.54,21.00,500.00,83.4,75.6,4.6,29.9,12.37,1
44.93,21.00,500.00,84.6,69.4,5.9,29.9,12.38,1
33.41,21.00,500.00,83.3,74.7,5.8,29.9,12.39,1
37.81,21.00,500.00,84.4,73.8,4.9,29.8,12.38,1
38.18,21.00,500.00,85.3,71.2,5.7,29.9,12.39,1
47.3,21.00,500.00,82.9,70.8,7.6,29.9,12.39,1
37.28,21.00,500.00,84.2,67.8,4.2,29.9,12.39,1
36.55,21.00,500.00,85.2,67.4,3.4,29.8,12.39,1
36.62,21.00,500.00,86.1,66.4,3.2,29.8,12.40,1
34.13,21.00,500.00,86,68.5,4,29.8,12.39,1
37.49,21.00,500.00,86.7,64.9,3.4,29.8,12.40,1
36.71,21.00,500.00,85.7,68.9,5.5,29.9,12.40,1
38.2,21.00,500.00,85.4,64.6,5.5,29.9,12.40,1
30.52,21.00,500.00,86.5,62.8,4.1,29.9,12.41,1
42.36,21.00,500.00,87.3,61.3,4.2,29.9,12.40,1
45.33,21.00,500.00,86.5,62.3,7,29.9,12.41,1
41.77,21.00,500.00,84.1,62.7,5.5,29.9,12.41,1
37.92,21.00,500.00,85.2,60.8,5,29.9,12.41,1
37.34,21.00,500.00,85.1,61.7,4,29.9,12.41,1
46.81,21.00,500.00,80.9,59.7,6.5,29.9,12.41,1
50.15,21.00,500.00,75.3,57.7,7,30,12.41,1
48.83,21.00,500.00,73.8,51.4,9.3,30.1,12.41,1
26.12,21.00,500.00,74.4,49.8,10.2,30.1,12.41,1
31.41,21.00,500.00,75.3,51.5,7.6,30,12.41,1
37.65,21.00,500.00,77,52.4,6.2,30,12.41,1
45.97,21.00,500.00,79.9,57.2,5,30,12.41,1
47.22,21.00,500.00,81.8,56.6,6.5,30,12.40,1
38.24,21.00,500.00,82.7,56.8,5.5,29.9,12.40,1
42.4,21.00,500.00,83.3,59.7,5.9,29.9,12.40,1
39.36,21.00,500.00,84.7,59.5,5,29.9,12.40,1
35.63,21.00,500.00,84.3,71.6,6.9,29.9,12.22,1
34.66,21.00,500.00,85,70.4,5.2,29.9,12.22,1
33.52,21.00,500.00,86.1,71.1,4.7,29.8,12.22,1
17.74,21.00,500.00,84.2,76.1,4.1,29.8,12.24,1
25.5,21.00,500.00,82.8,82,3.4,29.8,12.24,1
35.89,21.00,500.00,84.5,76.7,5,29.8,12.24,1
35.73,21.00,500.00,82.8,79.6,5.3,29.9,12.26,1
35.34,21.00,500.00,84.4,77.2,3.5,29.8,12.26,1
24.06,21.00,500.00,83.3,78.2,4.8,29.8,12.27,1
33.43,21.00,500.00,83.8,78.8,4,29.9,12.27,1
33.38,21.00,500.00,83.2,82.6,4.9,29.9,12.27,1
30.16,21.00,500.00,83.5,80,5.8,29.9,12.29,1
36.25,21.00,500.00,85.6,73.9,5.2,29.9,12.29,1
40.05,21.00,500.00,85.8,71.3,6.7,29.9,12.30,1
36.58,21.00,500.00,84.5,68.8,6.9,29.9,12.30,1
41.11,21.00,500.00,84.2,73.8,5.3,29.9,12.30,1
38.32,21.00,500.00,79.9,69.7,6.6,30,12.31,1
48.94,21.00,500.00,77.2,58.3,7,30,12.31,1
46.23,21.00,500.00,76.9,59.1,6.2,30,12.32,1
49.72,21.00,500.00,78.9,58.4,5.6,29.9,12.32,1
43.67,21.00,500.00,80.9,60.2,5.2,29.9,12.33,1
43.86,21.00,500.00,82.7,63.4,4.7,29.8,12.33,1
41.53,21.00,500.00,83.7,59.2,5.6,29.8,12.34,1
43.88,21.00,500.00,83.6,63.2,6,29.9,12.34,1
39.75,21.00,500.00,82.4,59.5,5.6,29.9,12.35,1
36.9,21.00,500.00,84.4,59.6,6.3,29.9,12.35,1
40.44,21.00,500.00,83.7,65.8,7.1,29.9,12.36,1
40.45,21.00,500.00,80.8,58.5,5.6,29.9,12.36,1
33.38,21.00,500.00,80.7,59.9,7,29.9,12.37,1
44.06,21.00,500.00,84.4,59.8,6.4,29.9,12.36,1
39.96,21.00,500.00,85.5,73.8,6.3,29.8,11.59,1
36.16,21.00,500.00,85.9,70.4,7,29.8,12.00,1
38.35,21.00,500.00,84.3,77.1,7.4,29.8,12.01,1
22.41,21.00,500.00,82,85.1,4.2,29.8,12.01,1
24.53,21.00,500.00,82.7,86.2,4.9,29.8,12.02,1
20.12,21.00,500.00,82.8,86.7,3.8,29.8,12.03,1
27.57,21.00,500.00,84.1,78,5.8,29.8,12.04,1
30.36,21.00,500.00,83.4,81,5.3,29.8,12.04,1
38.76,21.00,500.00,84.8,72.9,5.4,29.8,12.06,1
24.17,21.00,500.00,81.7,86,4,29.8,12.06,1
29.17,21.00,500.00,83.5,82.7,5.7,29.9,12.07,1
37.22,21.00,500.00,84.8,79.5,4.2,29.9,12.08,1
37.07,21.00,500.00,86.6,74.8,5.7,29.9,12.08,1
43.71,21.00,500.00,87.7,68,5.6,29.8,12.09,1
31.86,21.00,500.00,87.4,70.1,5.5,29.8,12.10,1
29.16,21.00,500.00,85.3,75,4.6,29.8,12.10,1
42.09,21.00,500.00,86.1,69.2,4.5,29.8,12.12,1
28.54,21.00,500.00,85.4,72.5,5.1,29.8,12.12,1
19.62,21.00,500.00,83.6,77.8,5.2,29.8,12.13,1
38.23,21.00,500.00,86.5,71.9,4.4,29.8,12.13,1
24.03,21.00,500.00,81.1,83.7,4.7,29.9,12.14,1
37.52,21.00,500.00,82.8,79.8,5.7,29.9,12.14,1
34.46,21.00,500.00,84.7,73.5,3,29.9,12.16,1
29,21.00,500.00,84.9,77.7,4.4,29.9,12.16,1
35.41,21.00,500.00,85,76.4,4.2,29.9,12.17,1
33.86,21.00,500.00,84.8,78.2,5,29.8,12.17,1
32.48,21.00,500.00,83.6,82,4.3,29.8,12.18,1
23.16,21.00,500.00,82.9,84.2,2.9,29.8,12.19,1
22.33,21.00,500.00,82.9,85.7,4,29.8,12.20,1
32.35,21.00,500.00,82.3,84.3,6.2,29.9,12.20,1
37.87,21.00,500.00,83.6,77,7.1,29.9,12.21,1
42.65,21.00,500.00,85.6,76.1,8,29.7,11.37,1
43.38,21.00,500.00,86.9,70.8,8.1,29.7,11.37,1
42.5,21.00,500.00,87.6,66,8.1,29.6,11.38,1
34.73,21.00,500.00,86.6,73.4,6.7,29.6,11.39,1
32.84,21.00,500.00,87.3,63.5,10.1,29.7,11.40,1
33.76,21.00,500.00,86.1,66.1,8.2,29.8,11.40,1
33.73,21.00,500.00,87.5,64.6,8,29.8,11.41,1
40.77,21.00,500.00,85.5,68.5,9.8,29.8,11.42,1
37.58,21.00,500.00,85.6,70.5,8.6,29.7,11.42,1
26.02,21.00,500.00,82.8,83.5,6.1,29.7,11.43,1
32.16,21.00,500.00,83.2,79.7,7.6,29.8,11.44,1
30.84,21.00,500.00,83.7,76.5,7.1,29.8,11.45,1
32.63,21.00,500.00,84.4,73.2,6.5,29.8,11.45,1
37.81,21.00,500.00,84,75,8,29.8,11.46,1
33.38,21.00,500.00,84.4,73.8,10,29.7,11.47,1
30.56,21.00,500.00,83.8,74.7,7.8,29.7,11.48,1
42.07,21.00,500.00,84.6,76.8,5.7,29.7,11.48,1
36.14,21.00,500.00,81.7,84.8,5.8,29.8,11.50,1
36.03,21.00,500.00,85.2,75.3,3.7,29.8,11.51,1
38.65,21.00,500.00,87.2,71.3,6.8,29.8,11.51,1
50.72,21.00,500.00,83,81.6,6.9,29.8,11.52,1
40.14,21.00,500.00,84.2,76.9,5.6,29.8,11.53,1
28.87,21.00,500.00,83.7,77.3,4.2,29.8,11.54,1
34.92,21.00,500.00,83.8,80.9,4,29.7,11.54,1
30.42,21.00,500.00,85.4,77.3,3.4,29.7,11.55,1
31.53,21.00,500.00,83.3,81.6,5.7,29.7,11.56,1
33.16,21.00,500.00,81.5,87.8,5.8,29.7,11.57,1
23.07,21.00,500.00,81.4,89.5,7.8,29.7,11.57,1
38.37,21.00,500.00,83.3,81.3,7.8,29.8,11.58,1
30.56,21.00,500.00,82.1,84.7,5.3,29.8,11.59,1
31.23,21.00,500.00,87,71,8.3,29.7,11.16,1
20.69,21.00,500.00,85.6,75.4,5.9,29.7,11.17,1
28.24,21.00,500.00,84.3,78.6,7.7,29.7,11.17,1
30.59,21.00,500.00,85.1,76.3,7.1,29.8,11.18,1
40.22,21.00,500.00,86.7,67.2,8.3,29.8,11.19,1
34.57,21.00,500.00,86.3,68.9,9.4,29.8,11.19,1
32.32,21.00,500.00,86.2,68.7,8.3,29.7,11.20,1
35.56,21.00,500.00,84.9,72.9,6.7,29.8,11.20,1
34.28,21.00,500.00,85.3,75.8,6.2,29.8,11.21,1
41.3,21.00,500.00,86.9,67.8,8,29.8,11.22,1
43.26,21.00,500.00,86.8,68.5,9.2,29.8,11.22,1
34.38,21.00,500.00,85.8,70.8,9.1,29.7,11.23,1
42,21.00,500.00,87.3,68.6,9.2,29.7,11.23,1
40.58,21.00,500.00,87.8,67.2,9.8,29.7,11.24,1
34.35,21.00,500.00,85.4,69.1,9.8,29.7,11.24,1
36.6,21.00,500.00,86,67.3,8.4,29.8,11.26,1
42.12,21.00,500.00,86,64.5,9.6,29.8,11.26,1
47.16,21.00,500.00,87.8,61.8,10.6,29.7,11.27,1
45.5,21.00,500.00,88.8,59.4,9.5,29.7,11.28,1
33.39,21.00,500.00,85.9,70.1,7.8,29.7,11.28,1
32.72,21.00,500.00,82.9,81.8,6,29.7,11.29,1
41.31,21.00,500.00,84.9,76.7,6,29.8,11.29,1
32.18,21.00,500.00,83.4,79.2,6.4,29.7,11.30,1
29.2,21.00,500.00,83.3,79.5,7.9,29.7,11.31,1
38.45,21.00,500.00,84.3,74.3,8.6,29.8,11.32,1
35.88,21.00,500.00,85.5,71.7,9.8,29.8,11.33,1
41.25,21.00,500.00,87.2,61.9,9.8,29.7,11.33,1
36.56,21.00,500.00,87.7,63,10.1,29.7,11.34,1
32.02,21.00,500.00,86.6,64.9,7.8,29.7,11.35,1
27.1,21.00,500.00,86.2,72,6.1,29.7,11.35,1
41.39,21.00,500.00,85.1,78.1,7,29.7,11.36,1
31.17,21.00,500.00,85.5,78.3,6.6,29.7,11.05,1
35.29,21.00,500.00,86,74.8,7.7,29.7,11.05,1
32.24,21.00,500.00,85.8,72.5,8.4,29.8,11.05,1
24.74,21.00,500.00,85,70.9,6.6,29.8,11.05,1
33.46,21.00,500.00,82.5,83.1,3.8,29.8,11.06,1
45.98,21.00,500.00,86,70.5,6.3,29.8,11.06,1
40.8,21.00,500.00,88.8,64.9,6.6,29.8,11.06,1
34.59,21.00,500.00,87.7,72.7,6.8,29.8,11.06,1
25.33,21.00,500.00,82.9,83,5.3,29.8,11.06,1
35.88,21.00,500.00,84,79,7.8,29.8,11.06,1
37.47,21.00,500.00,84.6,76.5,6.1,29.8,11.06,1
39.31,21.00,500.00,87.7,66.9,4.8,29.8,11.08,1
45.7,21.00,500.00,88.2,66.5,10,29.8,11.08,1
46.42,21.00,500.00,88.3,61.1,12.8,29.8,11.08,1
45.49,21.00,500.00,88.5,57.4,12.4,29.7,11.09,1
30,21.00,500.00,87.7,60.5,13.1,29.7,11.09,1
37.75,21.00,500.00,87,61,14.4,29.6,11.09,1
34.26,21.00,500.00,86.2,61.4,13.2,29.6,11.09,1
33.5,21.00,500.00,86.7,60.1,11.9,29.6,11.10,1
33.46,21.00,500.00,85.2,68.7,8.6,29.7,11.10,1
37.2,21.00,500.00,86.6,67.8,8.3,29.7,11.10,1
34.89,21.00,500.00,83.2,83.1,5.3,29.8,11.12,1
33.27,21.00,500.00,83.6,81.2,5.6,29.8,11.12,1
43.89,21.00,500.00,84.9,73.6,7,29.7,11.12,1
41.53,21.00,500.00,87.2,64.8,10.3,29.7,11.12,1
40.16,21.00,500.00,88.2,60.2,12.5,29.8,11.14,1
48.26,21.00,500.00,89,57.7,15.4,29.7,11.14,1
43.74,21.00,500.00,87.3,60.7,15.1,29.7,11.14,1
41.93,21.00,500.00,87.2,63,12.2,29.7,11.14,1
22.75,21.00,500.00,85,73.2,7.4,29.7,11.16,1
26.91,21.00,500.00,85.5,74,7.6,29.7,11.16,1
42.2,21.00,500.00,90.5 ,60.6 ,11.1 ,29.7 ,11.07,1
41.95,21.00,500.00,90.9 ,59.8 ,9.8 ,29.7 ,11.07,1
43.37,21.00,500.00,90.8 ,59.5 ,8.0 ,29.7 ,11.07,1
38.15,21.00,500.00,90.0 ,63.7 ,7.7 ,29.7 ,11.06,1
34.7,21.00,500.00,89.1 ,60.6 ,9.1 ,29.7 ,11.06,1
35.73,21.00,500.00,86.8 ,68.0 ,7.4 ,29.7 ,11.06,1
35.86,21.00,500.00,86.4 ,72.2 ,8.1 ,29.7 ,11.05,1
33.76,21.00,500.00,84.1 ,75.1 ,8.3 ,29.7 ,11.05,1
20.8,21.00,500.00,85.7 ,70.1 ,7.5 ,29.7 ,11.05,1
27.89,21.00,500.00,87.3 ,68.3 ,7.8 ,29.7 ,11.05,1
37.99,21.00,500.00,87.3 ,65.7 ,9.0 ,29.7 ,11.04,1
31.77,21.00,500.00,85.7 ,67.8 ,9.3 ,29.7 ,11.05,1
30.38,21.00,500.00,85.8 ,71.1 ,9.7 ,29.7 ,11.05,1
34.06,21.00,500.00,86.3 ,68.8 ,8.6 ,29.8 ,11.04,1
35.61,21.00,500.00,87.3 ,67.3 ,7.0 ,29.8 ,11.04,1
29.61,21.00,500.00,87.8 ,68.3 ,8.7 ,29.7 ,11.04,1
33.32,21.00,500.00,86.0 ,73.1 ,6.7 ,29.7 ,11.04,1
27.64,21.00,500.00,83.7 ,80.8 ,5.3 ,29.8 ,11.04,1
33.74,21.00,500.00,85.3 ,72.8 ,5.3 ,29.8 ,11.04,1
37.19,21.00,500.00,87.8 ,68.2 ,7.5 ,29.8 ,11.04,1
39.09,21.00,500.00,89.2 ,64.4 ,7.8 ,29.8 ,11.04,1
42.71,21.00,500.00,87.9 ,66.8 ,6.6 ,29.8 ,11.03,1
51.01,21.00,500.00,90.6 ,59.5 ,9.0 ,29.7 ,11.04,1
43.06,21.00,500.00,89.1 ,58.6 ,11.0 ,29.7 ,11.04,1
42.57,21.00,500.00,88.2 ,59.2 ,9.9 ,29.7 ,11.04,1
34.92,21.00,500.00,88.0 ,57.7 ,11.7 ,29.7 ,11.04,1
46,21.00,500.00,88.9 ,59.3 ,7.8 ,29.7 ,11.05,1
41.7,21.00,500.00,88.4 ,65.6 ,7.9 ,29.8 ,11.04,1
42.87,21.00,500.00,88.2 ,67.7 ,6.5 ,29.7 ,11.04,1
32.95,21.00,500.00,88.3 ,68.8 ,8.1 ,29.7 ,11.04,1
38.25,21.00,500.00,87.2 ,68.3 ,4.8 ,29.8 ,11.23,1
36.46,21.00,500.00,86.3 ,73.8 ,5.9 ,29.8 ,11.22,1
48.73,21.00,500.00,89.7 ,67.7 ,7.0 ,29.8 ,11.21,1
39.42,21.00,500.00,91.1 ,63.8 ,8.5 ,29.7 ,11.21,1
27.75,21.00,500.00,93.0 ,59.6 ,8.3 ,29.7 ,11.21,1
32.19,21.00,500.00,94.1 ,54.3 ,7.8 ,29.6 ,11.20,1
46.78,21.00,500.00,95.0 ,53.6 ,9.8 ,29.6 ,11.19,1
42.81,21.00,500.00,91.5 ,63.2 ,8.8 ,29.7 ,11.18,1
4.87,6.00,540.00,85.2,59.6,4.1,29.9,12.40,1
3.1,6.00,540.00,85.7,58.1,3.9,29.9,12.40,1
2.2,6.00,540.00,85.6,50.5,4.7,29.9,12.39,1
2.6,6.00,540.00,83.4,58.7,5.9,29.9,12.40,1
1.99,6.00,540.00,83.7,58.4,4.2,29.9,12.39,1
2.21,6.00,540.00,83.8,55.7,4.8,29.9,12.38,1
2.7,6.00,540.00,84.1,55.5,4.2,29.9,12.39,1
1.99,6.00,540.00,84.7,57.6,3.2,29.9,12.38,1
2.85,6.00,540.00,85.4,59.1,3.1,29.9,12.38,1
4.01,6.00,540.00,85.7,63.9,5.2,29.8,12.38,1
2.37,6.00,540.00,85.1,70.4,4.3,29.9,12.38,1
3.4,6.00,540.00,85.5,70.3,5.3,29.8,12.37,1
3.75,6.00,540.00,85.4,71,5.8,29.8,12.36,1
3.47,6.00,540.00,84.5,65.8,4.8,29.9,12.37,1
1.44,6.00,540.00,83.6,58.5,5.3,29.9,12.36,1
